id,product_name,category,base_price
5125,Headphones,Electronics,458.82
5126,Microphone,Electronics,473.06
5127,Cable,Computing,28.59
5128,Webcam,Accessories,217.83
5129,Headphones,Electronics,364.13
5130,Monitor,Accessories,130.81
5131,Webcam,Electronics,68.14
5132,Webcam,Accessories,60.74
5133,Mouse,Accessories,492.99
5134,Speaker,Electronics,97.26
5135,Cable,Accessories,368.06
5136,Headphones,Electronics,187.28
5137,Monitor,Computing,41.38
5138,Microphone,Computing,337.94
5139,Headphones,Accessories,122.95
5140,Adapter,Electronics,216.01
5141,Speaker,Electronics,272.55
5142,Keyboard,Accessories,124.63
5143,Microphone,Accessories,463.26
5144,Microphone,Electronics,464.45
5145,Headphones,Electronics,60.06
5146,Webcam,Accessories,64.59
5147,Monitor,Computing,316.64
5148,Adapter,Electronics,206.02
5149,Cable,Computing,141.33
5150,Speaker,Electronics,352.98
5151,Speaker,Electronics,165.0
5152,Microphone,Accessories,337.94
5153,Mouse,Accessories,424.51
5154,Headphones,Electronics,333.29
5155,Keyboard,Accessories,224.74
5156,Microphone,Computing,225.91
5157,Webcam,Accessories,481.14
5158,Cable,Computing,211.21
5159,Webcam,Electronics,211.63
5160,Microphone,Computing,262.42
5161,Microphone,Electronics,328.73
5162,Mouse,Electronics,320.64
5163,Laptop,Computing,288.85
5164,Microphone,Electronics,493.81
5165,Headphones,Electronics,207.6
5166,Headphones,Computing,97.28
5167,Laptop,Accessories,255.93
5168,Microphone,Computing,50.09
5169,Laptop,Electronics,235.52
5170,Laptop,Accessories,44.37
5171,Keyboard,Electronics,114.36
5172,Headphones,Electronics,190.58
5173,Speaker,Computing,127.54
5174,Monitor,Electronics,70.34
5175,Monitor,Electronics,251.92
5176,Webcam,Accessories,318.54
5177,Webcam,Accessories,12.14
5178,Speaker,Computing,230.62
5179,Adapter,Electronics,485.51
5180,Speaker,Accessories,168.13
5181,Microphone,Accessories,313.16
5182,Cable,Accessories,67.66
5183,Keyboard,Electronics,14.89
5184,Webcam,Electronics,352.85
5185,Adapter,Electronics,347.64
5186,Monitor,Electronics,209.13
5187,Headphones,Computing,151.68
5188,Cable,Accessories,322.0
5189,Speaker,Accessories,364.99
5190,Microphone,Computing,335.71
5191,Webcam,Accessories,120.14
5192,Speaker,Electronics,412.5
5193,Webcam,Electronics,227.47
5194,Headphones,Accessories,266.79
5195,Headphones,Computing,484.31
5196,Mouse,Accessories,416.55
5197,Keyboard,Computing,203.17
5198,Mouse,Accessories,134.87
5199,Laptop,Accessories,410.26
5200,Microphone,Computing,251.59
5201,Speaker,Accessories,180.68
5202,Speaker,Computing,288.25
5203,Laptop,Computing,139.24
5204,Mouse,Computing,401.28
5205,Mouse,Electronics,281.59
5206,Cable,Computing,252.0
5207,Adapter,Accessories,440.67
5208,Laptop,Computing,113.77
5209,Mouse,Electronics,270.06
5210,Adapter,Accessories,285.03
5211,Keyboard,Accessories,354.73
5212,Headphones,Computing,455.42
5213,Monitor,Accessories,441.82
5214,Headphones,Accessories,274.41
5215,Cable,Electronics,354.28
5216,Monitor,Electronics,230.14
5217,Keyboard,Computing,84.78
5218,Laptop,Electronics,248.0
5219,Cable,Electronics,140.09
5220,Monitor,Accessories,191.89
5221,Mouse,Computing,495.48
5222,Laptop,Accessories,357.71
5223,Keyboard,Accessories,25.2
5224,Mouse,Electronics,167.35
5225,Microphone,Accessories,251.4
5226,Adapter,Electronics,208.24
5227,Mouse,Accessories,223.65
5228,Speaker,Accessories,492.7
5229,Mouse,Computing,431.22
5230,Monitor,Computing,150.49
5231,Adapter,Computing,361.09
5232,Keyboard,Computing,171.64
5233,Adapter,Accessories,288.14
5234,Keyboard,Accessories,134.53
5235,Headphones,Electronics,21.71
5236,Speaker,Electronics,351.64
5237,Mouse,Accessories,28.29
5238,Laptop,Accessories,369.44
5239,Mouse,Electronics,12.03
5240,Webcam,Computing,262.41
5241,Cable,Accessories,295.61
5242,Adapter,Computing,348.91
5243,Laptop,Electronics,149.37
5244,Mouse,Electronics,230.19
5245,Keyboard,Electronics,208.11
5246,Speaker,Electronics,452.5
5247,Speaker,Accessories,268.31
5248,Mouse,Accessories,126.19
5249,Microphone,Computing,280.14
5250,Adapter,Computing,425.75
5251,Microphone,Electronics,153.18
5252,Mouse,Electronics,429.94
5253,Keyboard,Computing,55.77
5254,Laptop,Electronics,469.06
5255,Mouse,Accessories,188.72
5256,Adapter,Accessories,128.87
5257,Headphones,Electronics,158.31
5258,Laptop,Electronics,352.23
5259,Webcam,Accessories,447.4
5260,Webcam,Accessories,239.84
5261,Laptop,Electronics,390.52
5262,Webcam,Electronics,293.27
5263,Mouse,Computing,296.43
5264,Webcam,Computing,410.2
5265,Speaker,Computing,303.68
5266,Webcam,Electronics,151.29
5267,Mouse,Accessories,98.27
5268,Laptop,Accessories,387.34
5269,Monitor,Computing,490.14
5270,Keyboard,Electronics,415.6
5271,Cable,Computing,131.72
5272,Microphone,Accessories,133.9
5273,Cable,Accessories,400.06
5274,Headphones,Accessories,96.83
5275,Adapter,Computing,414.79
5276,Headphones,Accessories,119.87
5277,Speaker,Electronics,331.67
5278,Cable,Accessories,154.47
5279,Laptop,Accessories,208.47
5280,Cable,Computing,432.52
5281,Microphone,Accessories,190.04
5282,Speaker,Accessories,224.67
5283,Cable,Accessories,79.93
5284,Keyboard,Electronics,335.79
5285,Laptop,Accessories,474.97
5286,Speaker,Accessories,403.79
5287,Laptop,Accessories,440.03
5288,Adapter,Accessories,149.41
5289,Headphones,Electronics,100.21
5290,Monitor,Electronics,38.29
5291,Speaker,Electronics,89.71
5292,Speaker,Accessories,364.21
5293,Webcam,Computing,26.9
5294,Keyboard,Computing,348.46
5295,Keyboard,Accessories,246.2
5296,Keyboard,Computing,269.03
5297,Adapter,Accessories,206.29
5298,Keyboard,Accessories,301.65
5299,Monitor,Electronics,176.51
5300,Speaker,Accessories,177.96
5301,Headphones,Computing,426.8
5302,Laptop,Computing,453.27
5303,Laptop,Accessories,283.97
5304,Adapter,Computing,137.29
5305,Speaker,Computing,165.14
5306,Microphone,Computing,307.9
5307,Mouse,Electronics,41.61
5308,Headphones,Computing,32.04
5309,Adapter,Computing,132.07
5310,Monitor,Accessories,430.51
5311,Laptop,Accessories,310.09
5312,Cable,Computing,168.89
5313,Mouse,Accessories,268.43
5314,Webcam,Accessories,217.67
5315,Adapter,Electronics,202.62
5316,Speaker,Accessories,223.57
5317,Laptop,Accessories,187.96
5318,Laptop,Computing,172.14
5319,Microphone,Electronics,274.29
5320,Laptop,Electronics,442.77
5321,Monitor,Accessories,451.21
5322,Keyboard,Accessories,32.64
5323,Speaker,Computing,110.24
5324,Webcam,Computing,90.53
5325,Webcam,Electronics,327.03
5326,Keyboard,Computing,245.35
5327,Keyboard,Accessories,239.6
5328,Mouse,Accessories,152.33
5329,Speaker,Computing,104.93
5330,Adapter,Accessories,58.53
5331,Cable,Computing,69.67
5332,Mouse,Accessories,414.09
5333,Speaker,Accessories,107.09
5334,Webcam,Electronics,34.89
5335,Monitor,Electronics,176.46
5336,Cable,Accessories,94.38
5337,Adapter,Electronics,285.15
5338,Laptop,Computing,142.22
5339,Keyboard,Electronics,486.35
5340,Keyboard,Accessories,339.49
5341,Adapter,Accessories,60.12
5342,Webcam,Computing,373.95
5343,Keyboard,Electronics,484.6
5344,Cable,Accessories,280.78
5345,Monitor,Accessories,362.38
5346,Headphones,Electronics,347.99
5347,Keyboard,Computing,439.89
5348,Monitor,Electronics,355.94
5349,Mouse,Accessories,75.47
5350,Keyboard,Accessories,367.2
5351,Mouse,Accessories,307.35
5352,Monitor,Electronics,28.44
5353,Keyboard,Computing,364.9
5354,Keyboard,Accessories,381.43
5355,Mouse,Computing,492.46
5356,Cable,Computing,88.68
5357,Monitor,Accessories,472.54
5358,Mouse,Computing,284.04
5359,Monitor,Accessories,79.2
5360,Laptop,Computing,413.77
5361,Webcam,Accessories,185.71
5362,Webcam,Computing,238.67
5363,Webcam,Computing,443.51
5364,Adapter,Computing,371.39
5365,Adapter,Computing,228.99
5366,Laptop,Computing,206.14
5367,Monitor,Accessories,213.41
5368,Laptop,Electronics,208.67
5369,Webcam,Computing,418.13
5370,Adapter,Computing,455.09
5371,Keyboard,Electronics,64.18
5372,Webcam,Electronics,448.25
5373,Adapter,Computing,62.65
5374,Headphones,Accessories,271.97
5375,Cable,Accessories,231.24
5376,Mouse,Accessories,136.9
5377,Mouse,Electronics,108.38
5378,Speaker,Accessories,235.55
5379,Speaker,Electronics,451.57
5380,Cable,Accessories,477.38
5381,Cable,Accessories,481.6
5382,Cable,Computing,301.41
5383,Microphone,Computing,136.9
5384,Laptop,Electronics,101.52
5385,Microphone,Electronics,167.08
5386,Headphones,Accessories,202.6
5387,Mouse,Electronics,73.07
5388,Headphones,Accessories,216.68
5389,Microphone,Accessories,474.38
5390,Cable,Accessories,343.38
5391,Laptop,Accessories,272.85
5392,Laptop,Electronics,365.26
5393,Microphone,Electronics,466.8
5394,Adapter,Computing,31.47
5395,Microphone,Electronics,374.58
5396,Laptop,Computing,261.2
5397,Webcam,Accessories,286.01
5398,Adapter,Electronics,198.59
5399,Laptop,Accessories,275.45
5400,Cable,Accessories,192.99
5401,Headphones,Computing,255.75
5402,Headphones,Computing,338.27
5403,Keyboard,Electronics,286.53
5404,Webcam,Electronics,407.7
5405,Mouse,Accessories,405.29
5406,Cable,Computing,128.59
5407,Microphone,Computing,160.5
5408,Mouse,Electronics,232.02
5409,Webcam,Electronics,138.18
5410,Laptop,Computing,169.35
5411,Cable,Computing,28.01
5412,Keyboard,Accessories,245.01
5413,Microphone,Accessories,341.38
5414,Cable,Electronics,453.91
5415,Headphones,Computing,53.83
5416,Monitor,Computing,361.37
5417,Microphone,Accessories,286.92
5418,Mouse,Accessories,153.98
5419,Adapter,Electronics,311.2
5420,Speaker,Accessories,390.35
5421,Speaker,Computing,62.79
5422,Keyboard,Computing,455.64
5423,Keyboard,Computing,486.66
5424,Keyboard,Electronics,471.76
5425,Speaker,Accessories,42.2
5426,Speaker,Accessories,224.84
5427,Adapter,Electronics,112.06
5428,Webcam,Accessories,450.49
5429,Adapter,Computing,222.33
5430,Laptop,Electronics,465.36
5431,Adapter,Electronics,273.79
5432,Headphones,Electronics,94.05
5433,Laptop,Electronics,162.98
5434,Monitor,Computing,407.67
5435,Headphones,Electronics,68.26
5436,Webcam,Computing,335.83
5437,Webcam,Computing,174.1
5438,Microphone,Computing,454.36
5439,Headphones,Electronics,434.0
5440,Speaker,Accessories,311.08
5441,Microphone,Accessories,334.33
5442,Monitor,Computing,286.46
5443,Laptop,Electronics,158.86
5444,Webcam,Electronics,104.04
5445,Microphone,Electronics,487.39
5446,Microphone,Electronics,423.0
5447,Microphone,Accessories,118.43
5448,Mouse,Computing,197.12
5449,Adapter,Accessories,257.55
5450,Mouse,Electronics,85.91
5451,Speaker,Computing,473.0
5452,Adapter,Computing,175.11
5453,Mouse,Accessories,291.07
5454,Mouse,Computing,458.3
5455,Webcam,Electronics,265.29
5456,Mouse,Computing,267.97
5457,Webcam,Accessories,294.76
5458,Mouse,Accessories,280.38
5459,Keyboard,Accessories,371.5
5460,Headphones,Computing,180.81
5461,Laptop,Electronics,494.6
5462,Speaker,Accessories,122.07
5463,Speaker,Accessories,341.69
5464,Monitor,Electronics,108.95
5465,Headphones,Accessories,136.03
5466,Adapter,Computing,63.77
5467,Laptop,Electronics,436.11
5468,Keyboard,Accessories,45.75
5469,Mouse,Accessories,322.87
5470,Laptop,Electronics,237.24
5471,Speaker,Electronics,291.38
5472,Speaker,Accessories,436.07
5473,Laptop,Computing,261.92
5474,Microphone,Electronics,359.94
5475,Speaker,Computing,19.28
5476,Speaker,Computing,425.84
5477,Cable,Accessories,45.6
5478,Microphone,Accessories,451.22
5479,Adapter,Computing,296.46
5480,Keyboard,Electronics,384.23
5481,Mouse,Computing,27.54
5482,Webcam,Computing,74.64
5483,Laptop,Electronics,27.49
5484,Headphones,Computing,424.29
5485,Headphones,Accessories,394.86
5486,Monitor,Electronics,432.56
5487,Adapter,Computing,112.24
5488,Laptop,Electronics,136.94
5489,Headphones,Computing,443.42
5490,Adapter,Computing,479.5
5491,Speaker,Computing,397.14
5492,Laptop,Computing,135.63
5493,Microphone,Electronics,319.2
5494,Laptop,Electronics,214.92
5495,Keyboard,Computing,207.28
5496,Webcam,Computing,11.53
5497,Webcam,Accessories,212.63
5498,Mouse,Computing,160.49
5499,Laptop,Accessories,326.88
5500,Cable,Accessories,37.43
5501,Microphone,Electronics,408.74
5502,Laptop,Electronics,423.69
5503,Mouse,Accessories,53.68
5504,Speaker,Accessories,136.17
5505,Monitor,Accessories,198.33
5506,Headphones,Accessories,160.02
5507,Mouse,Accessories,416.19
5508,Headphones,Computing,228.3
5509,Monitor,Accessories,44.49
5510,Headphones,Accessories,305.8
5511,Cable,Accessories,353.79
5512,Laptop,Computing,140.61
5513,Keyboard,Accessories,361.32
5514,Mouse,Computing,103.91
5515,Laptop,Accessories,439.43
5516,Microphone,Electronics,212.7
5517,Monitor,Electronics,236.58
5518,Headphones,Accessories,33.7
5519,Adapter,Accessories,274.08
5520,Adapter,Computing,107.48
5521,Cable,Computing,124.99
5522,Microphone,Computing,264.25
5523,Keyboard,Accessories,374.23
5524,Headphones,Electronics,251.68
5525,Microphone,Computing,397.42
5526,Speaker,Computing,314.28
5527,Monitor,Computing,26.31
5528,Monitor,Computing,14.44
5529,Keyboard,Electronics,141.11
5530,Laptop,Electronics,374.07
5531,Speaker,Accessories,90.22
5532,Monitor,Computing,102.02
5533,Speaker,Accessories,457.05
5534,Adapter,Electronics,404.56
5535,Cable,Accessories,150.65
5536,Microphone,Computing,165.85
5537,Mouse,Electronics,63.89
5538,Adapter,Electronics,93.05
5539,Headphones,Computing,48.89
5540,Cable,Electronics,195.2
5541,Keyboard,Computing,172.6
5542,Speaker,Computing,285.68
5543,Monitor,Electronics,229.6
5544,Cable,Computing,156.79
5545,Microphone,Electronics,147.55
5546,Speaker,Electronics,348.2
5547,Speaker,Accessories,490.31
5548,Adapter,Electronics,381.51
5549,Mouse,Accessories,224.73
5550,Mouse,Computing,53.56
5551,Microphone,Accessories,13.59
5552,Monitor,Accessories,79.72
5553,Headphones,Accessories,194.6
5554,Webcam,Accessories,99.69
5555,Mouse,Accessories,38.27
5556,Microphone,Computing,217.78
5557,Monitor,Computing,349.15
5558,Microphone,Electronics,446.73
5559,Cable,Computing,132.71
5560,Microphone,Electronics,408.51
5561,Adapter,Electronics,275.13
5562,Adapter,Computing,419.55
5563,Mouse,Electronics,315.33
5564,Mouse,Computing,320.24
5565,Headphones,Electronics,480.11
5566,Microphone,Computing,369.85
5567,Microphone,Electronics,341.14
5568,Monitor,Accessories,234.23
5569,Headphones,Accessories,447.86
5570,Mouse,Electronics,10.82
5571,Keyboard,Computing,17.97
5572,Laptop,Accessories,96.38
5573,Microphone,Computing,153.22
5574,Cable,Computing,127.87
5575,Monitor,Computing,198.28
5576,Monitor,Computing,123.48
5577,Monitor,Accessories,322.06
5578,Adapter,Accessories,289.16
5579,Mouse,Computing,16.2
5580,Laptop,Electronics,171.62
5581,Mouse,Electronics,369.44
5582,Cable,Computing,347.69
5583,Cable,Computing,324.0
5584,Cable,Accessories,51.68
5585,Cable,Electronics,156.9
5586,Microphone,Electronics,220.16
5587,Mouse,Accessories,159.53
5588,Laptop,Computing,223.44
5589,Speaker,Electronics,290.48
5590,Webcam,Accessories,93.26
5591,Microphone,Electronics,20.86
5592,Monitor,Electronics,417.18
5593,Microphone,Electronics,483.81
5594,Mouse,Accessories,25.26
5595,Monitor,Electronics,221.64
5596,Adapter,Accessories,51.29
5597,Adapter,Accessories,479.6
5598,Speaker,Computing,146.97
5599,Headphones,Electronics,232.45
5600,Speaker,Electronics,132.12
5601,Cable,Accessories,95.04
5602,Headphones,Accessories,280.58
5603,Microphone,Computing,423.2
5604,Webcam,Accessories,368.15
5605,Adapter,Electronics,179.3
5606,Microphone,Electronics,385.72
5607,Microphone,Computing,204.94
5608,Headphones,Computing,325.56
5609,Monitor,Accessories,406.94
5610,Mouse,Accessories,396.92
5611,Cable,Computing,40.71
5612,Cable,Electronics,451.43
5613,Speaker,Electronics,106.72
5614,Mouse,Accessories,51.84
5615,Cable,Electronics,154.2
5616,Headphones,Computing,61.99
5617,Keyboard,Electronics,494.31
5618,Monitor,Electronics,252.5
5619,Speaker,Accessories,103.76
5620,Monitor,Computing,348.08
5621,Monitor,Electronics,174.15
5622,Mouse,Electronics,43.19
5623,Headphones,Accessories,171.41
5624,Keyboard,Computing,310.68
5625,Laptop,Accessories,124.01
5626,Cable,Computing,331.71
5627,Webcam,Electronics,199.65
5628,Mouse,Electronics,369.73
5629,Mouse,Accessories,169.83
5630,Webcam,Electronics,143.18
5631,Monitor,Accessories,304.15
5632,Laptop,Electronics,47.07
5633,Mouse,Computing,400.97
5634,Keyboard,Electronics,407.68
5635,Mouse,Electronics,185.06
5636,Webcam,Accessories,87.86
5637,Speaker,Computing,417.04
5638,Webcam,Computing,454.11
5639,Cable,Electronics,100.52
5640,Headphones,Accessories,363.49
5641,Laptop,Accessories,243.15
5642,Monitor,Accessories,327.66
5643,Headphones,Accessories,46.36
5644,Headphones,Computing,158.69
5645,Headphones,Accessories,391.57
5646,Headphones,Electronics,415.98
5647,Webcam,Accessories,381.9
5648,Adapter,Electronics,219.5
5649,Mouse,Computing,127.94
5650,Headphones,Computing,287.23
5651,Keyboard,Electronics,49.46
5652,Mouse,Electronics,139.36
5653,Keyboard,Accessories,479.71
5654,Monitor,Computing,359.72
5655,Keyboard,Computing,398.84
5656,Cable,Accessories,249.57
5657,Adapter,Accessories,106.18
5658,Webcam,Computing,489.73
5659,Laptop,Accessories,227.16
5660,Microphone,Electronics,164.53
5661,Cable,Accessories,492.54
5662,Webcam,Accessories,181.4
5663,Keyboard,Accessories,130.97
5664,Webcam,Electronics,290.84
5665,Mouse,Electronics,417.04
5666,Laptop,Electronics,483.25
5667,Cable,Electronics,160.77
5668,Headphones,Electronics,488.1
5669,Monitor,Computing,158.56
5670,Microphone,Computing,20.31
5671,Headphones,Computing,484.8
5672,Adapter,Computing,270.51
5673,Cable,Computing,10.39
5674,Microphone,Computing,185.44
5675,Microphone,Computing,159.57
5676,Microphone,Accessories,106.37
5677,Mouse,Electronics,160.93
5678,Laptop,Electronics,146.13
5679,Webcam,Electronics,160.87
5680,Webcam,Electronics,363.02
5681,Laptop,Electronics,381.62
5682,Keyboard,Accessories,435.15
5683,Webcam,Accessories,424.97
5684,Speaker,Computing,75.07
5685,Headphones,Accessories,246.96
5686,Speaker,Computing,225.5
5687,Cable,Computing,295.4
5688,Webcam,Accessories,295.62
5689,Speaker,Electronics,165.16
5690,Cable,Electronics,197.08
5691,Monitor,Electronics,62.27
5692,Cable,Computing,172.63
5693,Cable,Accessories,435.07
5694,Webcam,Electronics,218.0
5695,Cable,Accessories,113.91
5696,Speaker,Accessories,281.78
5697,Microphone,Electronics,467.68
5698,Speaker,Electronics,207.63
5699,Speaker,Computing,160.37
5700,Cable,Accessories,382.11
5701,Mouse,Accessories,216.08
5702,Adapter,Electronics,142.18
5703,Mouse,Computing,383.23
5704,Mouse,Electronics,282.41
5705,Webcam,Electronics,246.17
5706,Cable,Computing,209.94
5707,Adapter,Electronics,448.28
5708,Cable,Computing,228.23
5709,Speaker,Electronics,348.15
5710,Speaker,Accessories,57.06
5711,Keyboard,Accessories,329.28
5712,Adapter,Electronics,453.93
5713,Cable,Electronics,78.59
5714,Webcam,Computing,392.42
5715,Headphones,Accessories,470.12
5716,Webcam,Electronics,349.95
5717,Speaker,Computing,404.89
5718,Headphones,Electronics,71.72
5719,Cable,Electronics,179.05
5720,Microphone,Electronics,48.13
5721,Laptop,Electronics,153.83
5722,Speaker,Accessories,299.37
5723,Speaker,Electronics,124.92
5724,Webcam,Electronics,323.74
5725,Webcam,Accessories,368.94
5726,Microphone,Computing,173.23
5727,Keyboard,Electronics,172.81
5728,Laptop,Accessories,46.0
5729,Laptop,Accessories,72.91
5730,Cable,Electronics,61.27
5731,Webcam,Accessories,377.98
5732,Mouse,Computing,430.52
5733,Mouse,Accessories,40.4
5734,Webcam,Accessories,232.06
5735,Laptop,Electronics,368.62
5736,Laptop,Computing,259.34
5737,Cable,Accessories,440.07
5738,Webcam,Electronics,132.99
5739,Headphones,Accessories,17.43
5740,Laptop,Electronics,428.79
5741,Mouse,Accessories,316.49
5742,Webcam,Computing,392.43
5743,Webcam,Computing,230.68
5744,Webcam,Computing,182.35
5745,Cable,Accessories,145.9
5746,Headphones,Accessories,247.82
5747,Webcam,Computing,416.72
5748,Adapter,Electronics,346.23
5749,Keyboard,Electronics,465.17
5750,Laptop,Accessories,371.76
5751,Headphones,Accessories,493.28
5752,Keyboard,Electronics,119.67
5753,Mouse,Electronics,32.1
5754,Adapter,Electronics,472.47
5755,Headphones,Electronics,221.57
5756,Adapter,Electronics,61.69
5757,Speaker,Electronics,157.1
5758,Cable,Computing,206.64
5759,Mouse,Computing,117.55
5760,Keyboard,Computing,415.77
5761,Webcam,Accessories,156.2
5762,Mouse,Electronics,331.31
5763,Laptop,Computing,263.75
5764,Headphones,Accessories,170.85
5765,Webcam,Electronics,476.8
5766,Keyboard,Accessories,281.59
5767,Laptop,Accessories,488.57
5768,Laptop,Electronics,74.1
5769,Webcam,Electronics,159.34
5770,Keyboard,Computing,117.67
5771,Headphones,Computing,380.54
5772,Speaker,Accessories,449.57
5773,Mouse,Accessories,368.21
5774,Adapter,Accessories,81.09
5775,Mouse,Computing,346.5
5776,Monitor,Electronics,416.54
5777,Microphone,Computing,287.07
5778,Monitor,Computing,240.55
5779,Headphones,Electronics,190.52
5780,Monitor,Computing,361.05
5781,Webcam,Electronics,271.29
5782,Webcam,Computing,353.63
5783,Monitor,Electronics,392.74
5784,Adapter,Electronics,481.64
5785,Adapter,Computing,353.2
5786,Laptop,Electronics,339.28
5787,Speaker,Electronics,463.18
5788,Microphone,Computing,326.77
5789,Cable,Accessories,285.9
5790,Adapter,Accessories,99.38
5791,Monitor,Computing,377.02
5792,Speaker,Electronics,382.86
5793,Monitor,Computing,156.4
5794,Keyboard,Accessories,416.16
5795,Speaker,Accessories,83.02
5796,Speaker,Electronics,305.22
5797,Microphone,Computing,205.82
5798,Mouse,Accessories,41.04
5799,Headphones,Computing,285.54
5800,Laptop,Computing,101.81
5801,Webcam,Computing,83.09
5802,Adapter,Electronics,95.37
5803,Laptop,Accessories,307.56
5804,Speaker,Accessories,422.56
5805,Laptop,Computing,340.55
5806,Keyboard,Electronics,142.73
5807,Mouse,Computing,340.0
5808,Adapter,Computing,142.5
5809,Keyboard,Computing,385.61
5810,Laptop,Electronics,17.91
5811,Keyboard,Computing,292.07
5812,Adapter,Accessories,418.57
5813,Keyboard,Computing,32.49
5814,Adapter,Accessories,347.5
5815,Monitor,Electronics,171.65
5816,Laptop,Accessories,343.16
5817,Headphones,Computing,111.26
5818,Headphones,Computing,441.24
5819,Speaker,Computing,436.46
5820,Microphone,Accessories,478.36
5821,Webcam,Accessories,109.47
5822,Laptop,Computing,174.16
5823,Microphone,Computing,113.68
5824,Webcam,Computing,85.47
5825,Headphones,Computing,49.14
5826,Cable,Computing,120.68
5827,Mouse,Electronics,314.7
5828,Adapter,Electronics,398.26
5829,Laptop,Accessories,376.68
5830,Speaker,Computing,213.96
5831,Cable,Accessories,494.58
5832,Laptop,Electronics,301.0
5833,Cable,Electronics,79.16
5834,Cable,Accessories,14.41
5835,Keyboard,Electronics,215.76
5836,Mouse,Electronics,459.62
5837,Mouse,Electronics,307.11
5838,Laptop,Accessories,250.46
5839,Laptop,Accessories,397.25
5840,Microphone,Electronics,386.76
5841,Cable,Computing,344.36
5842,Keyboard,Computing,40.19
5843,Laptop,Computing,226.36
5844,Monitor,Accessories,183.94
5845,Microphone,Accessories,152.97
5846,Mouse,Computing,296.28
5847,Microphone,Accessories,461.49
5848,Adapter,Electronics,247.01
5849,Speaker,Accessories,35.39
5850,Keyboard,Computing,441.91
5851,Keyboard,Electronics,147.74
5852,Headphones,Computing,26.42
5853,Speaker,Accessories,280.12
5854,Headphones,Accessories,88.33
5855,Adapter,Computing,173.58
5856,Adapter,Accessories,379.56
5857,Speaker,Electronics,404.07
5858,Cable,Electronics,451.34
5859,Adapter,Electronics,128.45
5860,Mouse,Accessories,35.28
5861,Speaker,Electronics,243.21
5862,Cable,Electronics,123.96
5863,Adapter,Computing,165.87
5864,Cable,Electronics,84.04
5865,Adapter,Accessories,464.75
5866,Cable,Computing,169.94
5867,Laptop,Accessories,289.26
5868,Mouse,Accessories,487.26
5869,Adapter,Computing,241.12
5870,Headphones,Computing,30.26
5871,Mouse,Accessories,468.24
5872,Adapter,Computing,190.01
5873,Cable,Accessories,454.98
5874,Monitor,Accessories,321.11
5875,Adapter,Accessories,80.14
5876,Keyboard,Computing,491.74
5877,Keyboard,Accessories,93.5
5878,Monitor,Accessories,22.84
5879,Mouse,Accessories,50.39
5880,Microphone,Electronics,271.46
5881,Monitor,Computing,310.04
5882,Cable,Electronics,491.4
5883,Adapter,Electronics,131.15
5884,Speaker,Computing,179.97
5885,Headphones,Electronics,257.01
5886,Speaker,Computing,127.65
5887,Cable,Electronics,26.29
5888,Mouse,Accessories,358.05
5889,Microphone,Computing,167.91
5890,Mouse,Computing,388.13
5891,Laptop,Accessories,348.86
5892,Headphones,Computing,113.14
5893,Webcam,Computing,38.08
5894,Adapter,Electronics,97.76
5895,Cable,Computing,295.48
5896,Microphone,Accessories,34.21
5897,Adapter,Accessories,440.27
5898,Webcam,Accessories,171.07
5899,Webcam,Computing,352.45
5900,Laptop,Computing,420.12
5901,Webcam,Electronics,114.71
5902,Adapter,Computing,206.35
5903,Cable,Electronics,378.61
5904,Mouse,Computing,359.16
5905,Webcam,Electronics,177.86
5906,Laptop,Computing,313.72
5907,Laptop,Computing,471.08
5908,Headphones,Computing,344.65
5909,Mouse,Computing,10.47
5910,Keyboard,Accessories,39.19
5911,Keyboard,Accessories,245.11
5912,Adapter,Electronics,43.54
5913,Webcam,Electronics,165.15
5914,Webcam,Electronics,125.19
5915,Adapter,Accessories,349.52
5916,Mouse,Computing,471.02
5917,Cable,Accessories,456.48
5918,Headphones,Computing,279.43
5919,Monitor,Computing,476.14
5920,Keyboard,Computing,266.62
5921,Mouse,Accessories,320.11
5922,Microphone,Computing,415.68
5923,Microphone,Accessories,286.14
5924,Speaker,Electronics,147.21
5925,Headphones,Computing,430.94
5926,Cable,Electronics,250.14
5927,Speaker,Computing,250.11
5928,Keyboard,Accessories,435.92
5929,Speaker,Computing,397.32
5930,Monitor,Computing,98.48
5931,Webcam,Electronics,404.37
5932,Keyboard,Computing,24.8
5933,Laptop,Electronics,114.38
5934,Keyboard,Computing,469.62
5935,Adapter,Accessories,494.09
5936,Keyboard,Accessories,184.37
5937,Webcam,Electronics,174.67
5938,Mouse,Computing,290.25
5939,Monitor,Electronics,256.39
5940,Cable,Computing,426.24
5941,Microphone,Computing,265.66
5942,Mouse,Accessories,301.37
5943,Cable,Computing,234.51
5944,Monitor,Accessories,256.63
5945,Keyboard,Electronics,103.45
5946,Monitor,Accessories,194.73
5947,Headphones,Computing,90.15
5948,Laptop,Electronics,21.23
5949,Mouse,Computing,262.22
5950,Speaker,Electronics,436.46
5951,Headphones,Electronics,427.5
5952,Keyboard,Electronics,484.42
5953,Monitor,Computing,349.85
5954,Adapter,Electronics,390.04
5955,Laptop,Electronics,311.08
5956,Headphones,Computing,398.12
5957,Laptop,Computing,485.75
5958,Monitor,Computing,236.46
5959,Mouse,Computing,93.95
5960,Monitor,Computing,219.81
5961,Webcam,Computing,247.65
5962,Adapter,Accessories,234.22
5963,Microphone,Accessories,152.84
